xxx;F221
xxx;F221
xxx;F215
xxx;F221
xxx;F106
xxx;F221
xxx;F221
xxx;F220
xxx;F106
xxx;F220
xxx;F220
xxx;F220
xxx;F220
xxx;F221
xxx;F220
xxx;F106
xxx;F106
xxx;F221
xxx;F106
xxx;F106
xxx;F119
xxx;F106
xxx;F221
xxx;F221
xxx;F220
xxx;F125
xxx;F221
xxx;F220
xxx;F221
xxx;F106
xxx;F221
xxx;F106
xxx;F221
xxx;F220
xxx;F221
xxx;F219
xxx;F221
xxx;F220
xxx;F221
xxx;F106
xxx;F220
xxx;F220
xxx;F221
xxx;F106
xxx;F220
xxx;F220
xxx;F221
xxx;F113
xxx;F221
xxx;F116
xxx;F106
xxx;F215
xxx;F221
xxx;F106
xxx;F106
xxx;F220
xxx;F213
xxx;F106
xxx;F106
xxx;F221
xxx;F106
xxx;F222
xxx;F222
xxx;F106
xxx;F222
xxx;F106
xxx;F222
xxx;F106
xxx;F106
xxx;F106
xxx;F222
xxx;F222
xxx;F106
xxx;F222
xxx;F106
xxx;F222
xxx;F106
xxx;F222
xxx;F106
xxx;F222
xxx;F106
xxx;F222
xxx;F222
xxx;F222
xxx;F107
xxx;F212
xxx;F106
xxx;F222
xxx;F222
xxx;F222
xxx;F106
xxx;F106
xxx;F106
xxx;F106
xxx;FGAS
xxx;F022
xxx;F119
xxx;F119
xxx;F209
xxx;F208
xxx;F119
xxx;F109
xxx;F123
xxx;F124
xxx;F122
xxx;FGAS
xxx;E133
xxx;F105
xxx;F108
xxx;F214
xxx;F121
xxx;F413
xxx;F405
xxx;F226
xxx;F504
xxx;F505
xxx;F504
xxx;F504
xxx;F426
xxx;F504
xxx;F504
xxx;F504
xxx;F504
xxx;F504
xxx;F523
xxx;F504
xxx;F504
xxx;F504
xxx;F504
xxx;F226
xxx;F504
xxx;F428
xxx;F504
xxx;F504
xxx;F504
xxx;F504
xxx;F504
xxx;F504
xxx;F504
xxx;F425
xxx;F523
xxx;F504
xxx;F504
xxx;F504
xxx;F504
xxx;F504
xxx;F316
xxx;F504
xxx;F314
xxx;F418
xxx;F314
xxx;F226
xxx;F206
xxx;F206
xxx;F206
xxx;F419
xxx;F206
xxx;F419
xxx;F419
xxx;F314
xxx;F206
xxx;F206
xxx;F206
xxx;F418
xxx;F419
xxx;F418
xxx;F314
xxx;F418
xxx;F206
xxx;F206
xxx;F418
xxx;F525
xxx;F206
xxx;F418
xxx;F418
xxx;F206
xxx;F418
xxx;F314
xxx;F206
xxx;F419
xxx;F314
xxx;F314
xxx;F419
xxx;F206
xxx;F206
xxx;F314
xxx;F314
xxx;F428
xxx;F314
xxx;F419
xxx;F206
xxx;F206
xxx;F314
xxx;F314
xxx;F314
xxx;F419
xxx;F419
xxx;F418
xxx;F314
xxx;F206
xxx;F206
xxx;F206
xxx;F314
xxx;F314
xxx;F206
xxx;F314
xxx;F419
xxx;F206
xxx;F419
xxx;F419
xxx;F412
xxx;F327
xxx;F314
xxx;F419
xxx;F418
xxx;F206
xxx;F314
xxx;F314
xxx;F419
xxx;F206
xxx;Hofm_Raum5
xxx;F418
xxx;F314
xxx;Hofm_Raum1
xxx;F418
xxx;D401
xxx;F423
xxx;F418
xxx;F423
xxx;F423
xxx;F418
xxx;F305
xxx;F305
xxx;F305
xxx;F418
xxx;F127
xxx;F407
xxx;F408
xxx;F504
xxx;F522
xxx;Hofmannstr 42
xxx;F323
xxx;F207
xxx;F504
xxx;F521
xxx;F526
xxx;F308
xxx;F524
xxx;F508
xxx;F527
xxx;F521
xxx;F324
xxx;F420
xxx;F506
xxx;F424
xxx;F524
xxx;F226
xxx;F323
xxx;F423
xxx;F427
xxx;F409
xxx;F207
xxx;F506
xxx;D401
xxx;F523
xxx;F425
xxx;F428
xxx;F428
xxx;F315
xxx;D401
