W4026884;F221
W4026885;F221
W4026894;F215
W4026896;F221
W4026902;F106
W4027074;F221
W4027075;F221
W4027076;F220
W4027077;F106
W4027079;F220
W4027080;F220
W4027081;F220
W4027083;F220
W4027085;F221
W4027087;F220
W4027090;F106
W4027091;F106
W4027092;F221
W4027093;F106
W4027098;F106
W4027105;F119
W4027110;F106
W4027111;F221
W4027112;F221
W4027113;F220
W4027116;F125
W4027118;F221
W4027119;F220
W4029155;F221
W4029164;F106
W4029165;F221
W4029166;F106
W4029169;F221
W4029171;F220
W4029980;F221
W4030008;F219
W4030009;F221
W4030010;F220
W4030011;F221
W4030012;F106
W4030013;F220
W4030014;F220
W4030015;F221
W4030016;F106
W4030017;F220
W4030018;F220
W4030019;F221
W4030020;F113
W4030021;F221
W4030022;F116
W4030023;F106
W4030025;F215
W4030026;F221
W4030027;F106
W4030028;F106
W4030029;F220
W4030030;F213
W4030031;F106
W4040773;F106
W4040774;F221
W4040775;F106
W4040776;F222
W4040777;F222
W4040778;F106
W4040779;F222
W4040780;F106
W4040781;F222
W4040782;F106
W4040783;F106
W4040784;F106
W4040785;F222
W4040786;F222
W4040787;F106
W4040788;F222
W4040789;F106
W4040790;F222
W4040791;F106
W4040792;F222
W4040793;F106
W4040794;F222
W4040795;F106
W4040796;F222
W4040797;F222
W4040798;F222
W4040799;F107
W4040800;F212
W4040801;F106
W4040802;F222
W4040803;F222
W4040804;F222
W4040805;F106
W4040806;F106
W4040832;F106
W4040839;F106
W4046991;FGAS
W4046992;F022
W4046993;F119
W4046994;F119
N1016926;F209
N1016934;F208
N1016937;F119
N1016918;F109
N1016928;F123
N1016939;F124
N1016924;F122
N1016922;FGAS
N1016933;E133
N1016923;F105
N1016920;F108
N1016940;F214
NB000015;F121
W4027635;F413
W4027636;F405
W4027637;F226
W4041024;F504
W4041028;F505
W4041032;F504
W4041034;F504
W4041035;F426
W4041036;F504
W4041038;F504
W4041039;F504
W4043298;F504
W4043299;F504
W4043300;F523
W4043301;F504
W4043302;F504
W4043303;F504
W4043304;F504
W4043305;F226
W4043306;F504
W4043307;F428
W4043308;F504
W4043309;F504
W4043310;F504
W4043311;F504
W4043312;F504
W4043313;F504
W4043314;F504
W4043315;F425
W4043316;F523
W4043317;F504
W4043318;F504
W4043319;F504
W4043320;F504
W4043321;F504
W4043413;F316
W4043414;F504
W4047562;F314
W4052946;F418
W4047563;F314
W4047564;F226
W4047566;F206
W4047567;F206
W4047569;F206
W4047570;F419
W4047571;F206
W4047572;F419
W4047573;F419
W4047575;F314
W4047576;F206
W4047577;F206
W4047578;F206
W4052947;F418
W4047579;F419
W4052948;F418
W4047580;F314
W4052949;F418
W4047581;F206
W4047582;F206
W4052951;F418
W4047583;F525
W4047584;F206
W4052953;F418
W4042951;F418
W4047585;F206
W4052954;F418
W4047587;F314
W4047588;F206
W4047589;F419
W4047590;F314
W4047591;F314
W4047592;F419
W4047593;F206
W4047594;F206
W4047595;F314
W4047596;F314
W4023654;F428
W4047597;F314
W4047598;F419
W4047599;F206
W4047600;F206
W4047601;F314
W4047602;F314
W4047603;F314
W4047604;F419
W4047605;F419
W4052952;F418
W4047607;F314
W4047608;F206
W4047610;F206
W4047611;F206
W4047612;F314
W4047613;F314
W4047614;F206
W4047615;F314
W4047616;F419
W4047617;F206
W4047619;F419
W4047744;F419
W4047745;F412
W4047746;F327
W4047747;F314
W4047748;F419
W4052950;F418
W4047749;F206
W4047750;F314
W4047751;F314
W4047753;F419
W4047755;F206
W4049962;Hofm_Raum5
W4052945;F418
W4034324;F314
W4049960;Hofm_Raum1
W4047618;F418
W4047754;D401
W4053421;F423
W4047565;F418
W4053423;F423
W4053426;F423
W4041031;F418
W4053420;F305
W4053422;F305
W4053425;F305
W4041033;F418
W4026645;F127
W4027614;F407
W4027616;F408
W4027617;F504
W4027618;F522
W4049961;Hofmannstr 42
W4027619;F323
W4027620;F207
W4027621;F504
W4027622;F521
W4027623;F526
W4027624;F308
W4027625;F524
W4027626;F508
W4027627;F527
W4027628;F521
W4027629;F324
W4027630;F420
W4027631;F506
W4027632;F424
W4027633;F524
W4027634;F226
N1013495;F323
N1013496;F423
N1013681;F427
N1013684;F409
N1016186;F207
N1016191;F506
N1016571;D401
N1017072;F523
N1017073;F425
N1011814;F428
N1020152;F428
NB000016;F315
NB000278;D401
w4057682;D401
